st2,GEOID,lake,lat,lon
AL,1085,Midfield Lake at Lowndes county ,32.1141701189988,-86.5018699359764
AL,1101,Normans Lake at Montgomery county ,32.0258799404088,-86.2548932933133
AL,1117,Tucker Pond at Shelby county ,33.286971887427,-86.8423575578925
AL,1081,Lazenby Lake at Lee county ,32.5023291853205,-85.4427710665328
AL,1081,Lee County Public Lake at Lee county ,32.5503597232573,-85.3148196278717
AL,1073,Chatham Lake at Jefferson county ,33.687097239734,-86.7519230234519
AL,1105,Wilbourne Lake at Perry county ,32.6479407648205,-87.3424920764787
AL,1089,Turner Pond at Madison county ,34.8497125593142,-86.7072869120422
AL,1089,Terry Pond at Madison county ,34.8494710539129,-86.7104449259993
AL,1085,B C Rhyne Lake at Lowndes county ,32.2571298296524,-86.7361619503762
AL,1085,Martins Lake at Lowndes county ,32.2197825911674,-86.6490562517225
AL,1085,McQueens Pond at Lowndes county ,32.2819278471753,-86.5211356459322
AL,1065,Lewis Lawson Lake Number Five at Hale county ,32.6578214100757,-87.5739863435778
AL,1065,J L Morrison Lake Number One at Hale county ,32.6524214791398,-87.5734618103395
AL,1073,Osborne Lake at Jefferson county ,33.5215870286916,-86.6874052431004
AL,1089,Retention pond at Madison county ,34.6509616045238,-86.6295794667782
AL,1081,Sager Pond at Lee county ,32.6579112328454,-85.3789850286465
AL,1095,Arab City Pond at Marshall county ,34.321720911434,-86.4782256980256
AL,1125,Lake Tina at Tuscaloosa county ,33.1904003412939,-87.6307008596656
AL,1125,Woodland Lake at Tuscaloosa county ,33.1837300234622,-87.4940258871265
AL,1125,Little Reservoir at Tuscaloosa county ,33.2226966066758,-87.5211630401661
AL,1125,East Lake at Tuscaloosa county ,33.1649447480317,-87.4838086686018
AL,1091,Doctor Max McCord Junior Lake at Marengo county ,32.3093191134975,-87.8494281278945
AL,1091,Mitchell Lake at Marengo county ,32.2847084300496,-87.6910749094953
AL,1091,Glass Lake at Marengo county ,32.2932280508643,-87.7802030344078
AL,1125,Camp Tuscoba Lake at Tuscaloosa county ,33.2671752502058,-87.5826737901803
AL,1125,Lake Sherwood at Tuscaloosa county ,33.279739935708,-87.6046733568358
AL,1125,Carolwood Lake at Tuscaloosa county ,33.3067871270404,-87.591772409544
AL,1125,Lary Lake at Tuscaloosa county ,33.3044435658254,-87.5890652457746
AL,1125,Watts Lake at Tuscaloosa county ,33.3336516527582,-87.6027300736965
AL,1069,Jessie Forrester Lake at Houston county ,31.1981125761143,-85.3443441993067
AL,1069,Coleman Pond at Houston county ,31.215086670436,-85.4025851165172
AL,1125,Shelton State Lake at Tuscaloosa county ,33.1197638618999,-87.5628551145293
AL,1125,Fire Fighter Memorial Lake at Tuscaloosa county ,33.1201801763012,-87.5695643520066
AL,1011,Old Town Creek Watershed Lake Number Thirty-one at Bullock county ,32.1790606706295,-85.7837386960492
AL,1011,Smuteye Lake at Bullock county ,32.0116948382849,-85.6491216359011
AL,1051,Tallassee Sewage Disposal Pond at Elmore county ,32.5168645214215,-85.8937032310263
AL,1045,Roy Parker Lake at Dale county ,31.4338829885403,-85.642112919239
AL,1131,Camden Sewage Lagoon at Wilcox county ,31.978275725595,-87.295526085274
AL,1041,Firemen Lake at Crenshaw county ,31.7167798083434,-86.2327635036024
AL,1125,Meadow Lake at Tuscaloosa county ,33.2783431197198,-87.5844585053581
AL,1125,Swanson Lake at Tuscaloosa county ,33.2722611038985,-87.612623111671
AL,1125,Bell Lake at Tuscaloosa county ,33.2754071122589,-87.5581022634526
AL,1087,City Lake at Macon county ,32.423845189411,-85.6768124481036
AL,1007,Bibb County Lake at Bibb county ,33.0377874755868,-87.1589505194109
AL,1063,Odum Lake Number 1 at Greene county ,32.8272056792993,-87.9151214798145
AL,1103,Dinsmore Slough at Morgan county ,34.5377258037953,-86.9623903549983
AL,1103,Crabtree Slough at Morgan county ,34.5513717686516,-86.9595891469051
AL,1125,Mills Lake Lower at Tuscaloosa county ,33.3249513561462,-87.7203371297756
AL,1045,Upper Howell Pond at Dale county ,31.3097951363444,-85.456032469963
AL,1045,Middle Howell Pond at Dale county ,31.3076295016798,-85.4565245718414
AL,1045,Lower Howell Pond at Dale county ,31.3068766528847,-85.4562864570814
AL,1069,Kelly Lake at Houston county ,31.2785686707097,-85.4614323568431
AL,1069,Lower Country Club Lake at Houston county ,31.2227405232656,-85.4152517645769
AL,1069,Upper Country Club Lake at Houston county ,31.2255787748622,-85.4140865563979
AL,1069,Highland Oaks Upper Lake at Houston county ,31.2322107927079,-85.4881222944842
AL,1069,Goodwater Branch Lake at Houston county ,31.2126246880199,-85.6205326086453
AL,1069,Webb Park Pond at Houston county ,31.2527966271368,-85.2968924053417
AL,1045,ED Lisenby Lake at Dale county ,31.4792431634135,-85.6318983003528
AL,1039,Lake Frank Jackson at Covington county ,31.3176084697839,-86.2699631257133
AL,1089,Flint River at Madison county ,34.6497051097534,-86.4807440903247
AL,1073,Avondale Park Pond at Jefferson county ,33.521065083376,-86.771967850394
AL,1073,King's Spring at Jefferson county ,33.5207626790658,-86.770765990178
AL,1109,Arboretum's Lake at Pike county ,31.7945654252476,-85.9603777089357
AL,1117,Lake Gizella at Shelby county ,33.3261046747279,-86.7112011314651
AL,1117,Lenora Lake at Shelby county ,33.3323706111362,-86.6947083428005
AL,1119,Mcgregor Lake at Sumter county ,32.4714238565128,-88.0804628914362
AL,1101,Lake Lecroy at Montgomery county ,32.3237758450352,-86.2325525846538
AL,1045,Lake Helen at Dale county ,31.4077717190863,-85.6706201638253
AL,1101,Underwood Pond at Montgomery county ,32.1031566422364,-86.273054777852
AL,1115,Saab Pond at St. Clair county ,33.6731040344745,-86.3058433197196
AL,1129,Lake Ola at Washington county ,31.6603598857042,-88.4274218358859
AL,1045,Lake Michelle at Dale county ,31.4077996263975,-85.4774297464936
AL,1101,Lake Linda at Montgomery county ,32.2568839053511,-86.3906568176815
AL,1101,Farm Bureau Lake at Montgomery county ,32.3030390394801,-86.352260536787
AL,1101,Suggs Pond at Montgomery county ,32.2483476628806,-86.3890458864318
AL,1101,Fisher Lake at Montgomery county ,32.2632809188813,-86.35538528849
AL,1101,Frank Davis Lake at Montgomery county ,32.2541359827726,-86.3538695233002
AL,1101,Twin Lakes at Montgomery county ,32.2513549557863,-86.3507910971749
AL,1101,Lake Bowling at Montgomery county ,32.267132087664,-86.4106204182602
AL,1119,Daisy Falls Lake at Sumter county ,32.7559982212749,-88.1687739181252
AL,1119,Hill Ranch Pond at Sumter county ,32.7852336544051,-88.1699391881866
AL,1119,Lake L U at Sumter county ,32.6032069937511,-88.1945707226582
AL,1055,Clayton Fish Pond at Etowah county ,34.0382788921645,-86.0425139042886
AL,1095,Hopkins Pond at Marshall county ,34.2915283312938,-86.1511688606892
AL,1027,Clarks Lake at Clay county ,33.3608010958925,-85.7656754313847
AL,1117,Lake Purdy at Shelby county ,33.4646180114685,-86.6501657422424
AL,1073,Hallmark Lake at Jefferson county ,33.7785652670671,-86.8292639350245
AL,1073,International Park Lake at Jefferson county ,33.4071508353546,-86.760576396699
AL,1073,Bayview Lake at Jefferson county ,33.561990254863,-86.9721965416961
AL,1003,Hidden Lake at Baldwin county ,30.2816651045267,-87.6085575375529
AL,1117,Fowler Lake at Shelby county ,33.4093309319014,-86.6383400554674
AL,1021,Little Griffin Pond at Chilton county ,32.7871813442915,-86.7967691523002
AL,1125,Warner Lake at Tuscaloosa county ,33.2155472599334,-87.6952602616794
AL,1065,Demopolis Lake at Hale county ,32.5711060376006,-87.7819305778992
AL,1115,Lake 3 at St. Clair county ,33.6398211110175,-86.5240029670677
AL,1073,Quarry Lake at Jefferson county ,33.3702695270196,-87.0164632440906
AL,1093,McRae Lake at Marion county ,34.2117639107235,-88.1765544679108
AL,1059,Bates Lake at Franklin county ,34.428162175393,-88.1490701753659
AL,1059,Cedar Creek Reservoir at Franklin county ,34.5291574403926,-87.9260358883284
AL,1055,Wessons Lake at Etowah county ,33.9632980308583,-86.1374311699409
AL,1117,Blue Water Park at Shelby county ,33.2953476530653,-86.8174996086022
AL,1125,Sewage Lagoon North at Tuscaloosa county ,33.173733418366,-87.5685111166832
AL,1125,Sewage Lagoon South at Tuscaloosa county ,33.1721571339227,-87.5686048082914
AL,1077,Kasmeier Pond at Lauderdale county ,34.8630522213479,-87.6179915469916
AL,1081,Bonita Farms Lake at Lee county ,32.5813632667736,-85.1766411916271
AL,1077,Cunningham Pond at Lauderdale county ,34.7815511851464,-87.8370248486368
AL,1077,Bell Sink Pond at Lauderdale county ,34.8224717356776,-87.8445264079145
AL,1077,Big Hill Pond at Lauderdale county ,34.812653114815,-87.8552649707846
AL,1077,Winnie Pond at Lauderdale county ,34.8142740581553,-87.8487875903947
AL,1073,Birmingham Reservoir at Jefferson county ,33.4667089606968,-86.7584199135952
AL,1077,Darby Pond at Lauderdale county ,34.7598785435269,-87.8170761039409
AL,1077,Abramson Lake at Lauderdale county ,34.9776364018356,-87.7810727235308
AL,1077,Pickens Pond at Lauderdale county ,34.8136106739377,-87.7519289387966
AL,1067,Walden Pond at Henry county ,31.3374145681825,-85.3260307918329
AL,1069,Calhoun Pond at Houston county ,31.2132615059635,-85.1177196025764
AL,1117,Blackridge Lake at Shelby county ,33.3144823168063,-86.8735115016456
AL,1003,Cotton Bayou at Baldwin county ,30.2779394747983,-87.5667722213643
AL,1073,Rex Lake at Jefferson county ,33.5012120268638,-86.6310054884595
AL,1073,Pine Ridge Lake at Jefferson county ,33.5086553304473,-86.6199113292515
AL,1073,Lake Jules at Jefferson county ,33.5114572157052,-86.6141591057058
AL,1055,Glassco Lake at Etowah county ,34.0543407493261,-86.1706333779248
AL,1117,Indian Spring Lake at Shelby county ,33.3389433424636,-86.7735269883247
AL,1103,Private Pond at Morgan county ,34.4346124397548,-86.8791536550869
AL,1031,Lake Tom at Coffee county ,31.3783015711842,-85.8537614164141
AL,1031,Lake Gateway at Coffee county ,31.3811582388861,-85.8624184242319
AL,1031,Lake Ailene at Coffee county ,31.373287166407,-85.8554900700699
AL,1031,Spear Point Lake at Coffee county ,31.3732648248495,-85.8600038962051
AL,1031,Lake Baker at Coffee county ,31.3724216216085,-85.8518026589463
AL,1031,Gateway Pond at Coffee county ,31.3727105839467,-85.8506408707799
AL,1045,Ech Lake at Dale county ,31.4034291599071,-85.7559224585616
AL,1045,Buckhorn Lake at Dale county ,31.332510924966,-85.6759861458659
AL,1045,Beaver Lake at Dale county ,31.3398596226373,-85.6982708737538
AL,1073,Pine Tree Country Club Lake at Jefferson county ,33.524233639846,-86.6461770801776
AL,1129,Lake Gypsy at Washington county ,31.6734393881893,-88.4558000511924
AL,1097,Dead Lake at Mobile county ,30.890177672476,-87.9874987539061
AL,1035,Wingard Pond at Conecuh county ,31.5115127202573,-86.7117882542872
AL,1097,Semmes Municipal Lake at Mobile county ,30.752071372227,-88.2346220801791
AL,1121,Brooks Lake at Talladega county ,33.6580358573252,-86.0938112309602
AL,1039,Willow Wood Pond at Covington county ,31.3789882441054,-86.5578774062552
AL,1129,Ciba Geigy McIntosh Plant Pond 1 at Washington county ,31.2805455428905,-87.9943644431076
AL,1003,Silver Lake at Baldwin county ,31.2204939050948,-87.8507935320466
AL,1097,Little Chippewa Lake at Mobile county ,31.0311085818917,-87.9727489285773
AL,1097,Big Chippewa Lake at Mobile county ,31.0305361020096,-87.9836505575657
AL,1089,Cress Well Spring at Madison county ,34.9272407423612,-86.3942240716056
AL,1127,Walker County Lake at Walker county ,33.8018938949087,-87.2292324127397
AL,1013,Lake Alexander at Butler county ,31.5908939819748,-86.7639649892877
AL,1107,Davis Lake at Pickens county ,33.4958000581136,-88.0664180879128
AL,1107,McShan Lake Number Two at Pickens county ,33.4180225928588,-88.12370584506
AL,1107,McShan Lake Number Three at Pickens county ,33.4126106585946,-88.1279150545421
AL,1107,McShan Lake at Pickens county ,33.4087132787457,-88.1212636257609
AL,1107,William Latham Lake at Pickens county ,33.400988486884,-88.0420878377894
AL,1001,Lake Mildred at Autauga county ,32.5743703594703,-86.5180745809185
AL,1001,Crane Lake at Autauga county ,32.5863918289021,-86.5126059270909
AL,1001,Eco Pond at Autauga county ,32.582888199669,-86.5091505464043
AL,1107,Lowes Lake at Pickens county ,33.3625082487561,-87.9345187844696
AL,1045,D A Deloney Lake Number Two at Dale county ,31.4598569089886,-85.6732912270414
AL,1045,D A Deloney Lake Number One at Dale county ,31.4593654686675,-85.6757674046336
AL,1089,James O’Shaughnessy’s Lily Lake at Madison county ,34.7367647510821,-86.5087017909609
AL,1089,Lake Lonnie at Madison county ,34.709089128805,-86.6327375730896
AL,1089,Little Smith Lake at Madison county ,34.7101138550571,-86.6329238618142
AL,1089,Fagan Creek at Madison county ,34.7234774486344,-86.5740037156894
AL,1061,Lake Patti Sue at Geneva county ,31.1882072562057,-85.5670997321044
AL,1089,Randall Mullins Lake at Madison county ,34.9366165876532,-86.7166870326993
AL,1133,Eskridge Lake at Winston county ,34.1647702283476,-87.4145681690987
AL,1073,Oak Grove Highwall Pond at Jefferson county ,33.4313763946655,-87.1256066925624
AL,1073,Oak Grove Mine Lake at Jefferson county ,33.4371120881891,-87.1292668307884
AL,1015,creek at Calhoun county ,33.7219968730598,-85.7952512357715
AL,1125,Houses Lake at Tuscaloosa county ,33.2712398266865,-87.5667914203223
AL,1125,Partlow Lake Upper at Tuscaloosa county ,33.2415806523661,-87.6401346200423
AL,1073,Overton Lake at Jefferson county ,33.501243561101,-86.6919450616795
AL,1065,Lake Demopolis at Hale county ,32.5708897465196,-87.7371233269707
AL,1057,Freeman Lake at Fayette county ,33.5247608545499,-87.8207278036759
AL,1073,Altadena Lake at Jefferson county ,33.418787198859,-86.7430819643485
AL,1125,Lake Duke Lower at Tuscaloosa county ,33.0853042621972,-87.5406717026347
AL,1125,Jack Duke Lake at Tuscaloosa county ,33.0852738398152,-87.5368553898228
AL,1125,Elledge Lake at Tuscaloosa county ,33.2588960096846,-87.6607525569889
AL,1009,Tidwell Lake at Blount county ,33.9085875064346,-86.6110733491304
AL,1009,Wilder Lake at Blount county ,33.9013399118025,-86.6207148548639
AL,1105,Perry Lake at Perry county ,32.6948369567323,-87.2423507479093
AL,1105,Round Lake at Perry county ,32.6975554433997,-87.2411131084979
AL,1105,Middle Lake at Perry county ,32.6959486487785,-87.2398734347176
AL,1055,Dive Land Park at Etowah county ,33.9227951464712,-85.9059424792425
AL,1125,Harless Lake at Tuscaloosa county ,33.287937889318,-87.7881123761187
AL,1125,Pine Lake at Tuscaloosa county ,33.4351535565272,-87.7445206335476
AL,1125,Lake Tuscaloosa at Tuscaloosa county ,33.343321993492,-87.5567995431013
AL,1077,Florence Canal at Lauderdale county ,34.7973512282069,-87.6504463477285
AL,1133,Frost Pond at Winston county ,34.2792625782937,-87.5237538366242
AL,1069,Good Hope Farm Pond at Houston county ,31.3038494969678,-85.1205283995134
AL,1067,Rivenbark Ponds at Henry county ,31.3128511565793,-85.1323385490474
AL,1041,Hudson Pond at Crenshaw county ,31.9211348572054,-86.421144322524
AL,1117,Catfish Lake at Shelby county ,33.3682999293419,-86.6807065255293
AL,1051,Crescent Lake at Elmore county ,32.4371037679369,-86.36713899816
AL,1051,Dorminey Pond at Elmore county ,32.4500197190031,-86.3517260593849
AL,1001,O'Dell Lake at Autauga county ,32.5318252407386,-86.5013400246171
AL,1117,Ballard Lake at Shelby county ,33.1511065050261,-86.8476179781172
AL,1001,Idlewild Lake at Autauga county ,32.4688441759524,-86.5733305461241
AL,1001,Crystal Lake at Autauga county ,32.4371807198079,-86.6404161095337
AL,1087,Lacey Lake Number 2 at Macon county ,32.3735953936451,-85.8770848898212
AL,1087,Laceys Lake Number One at Macon county ,32.3737835060337,-85.8688653079679
AL,1087,Polecat Springs at Macon county ,32.395976131213,-85.8971377358051
AL,1109,Barrs Pond at Pike county ,31.7789310295567,-85.74693154485
AL,1061,Lime Springs Lake at Geneva county ,31.0758250137305,-86.1056776741097
AL,1061,Neal Spears Lake at Geneva county ,31.0685891825764,-86.105121303594
AL,1081,Alnoname One Dam at Lee county ,32.5668684327885,-85.4280663612827
AL,1117,Butterfly Lake at Shelby county ,33.4163465132606,-86.6608125801557
AL,1039,Day Pond at Covington county ,31.2176301912352,-86.2970333720757
AL,1039,Adams Pond at Covington county ,31.2221604922655,-86.297994429386
AL,1081,Murphy Lake at Lee county ,32.5223084226435,-85.3718204139024
AL,1043,Lake Catoma at Cullman county ,34.2073368338552,-86.8050701079366
AL,1051,Yates Lake at Elmore county ,32.6323183620029,-85.8942424294777
AL,1093,Lake Buttahatchee at Marion county ,34.1124979689142,-87.7064694012578
AL,1075,Sulligent Lake at Lamar county ,33.8629256661493,-88.1778251705126
AL,1101,Lilian Lake at Montgomery county ,32.1053224454385,-86.2817529733722
AL,1101,Skinner Lake at Montgomery county ,32.1090241873434,-86.2829852508606
AL,1089,Reflection Pond at Madison county ,34.7524316972656,-86.6549919631412
AL,1067,Mathison Lake at Henry county ,31.6183306343994,-85.2316602347338
AL,1117,Lake Abbey at Shelby county ,33.3261927540147,-86.8493154235738
AL,1085,Browns Lake at Lowndes county ,31.9982424107091,-86.4198659304032
AL,1117,Wehapa Lake at Shelby county ,33.4707954476469,-86.5694553168949
AL,1117,Hollybrook Lake at Shelby county ,33.4585321618757,-86.589155874265
AL,1081,Engineering Farm Pond at Lee county ,32.4232107054124,-85.4060902967988
AL,1081,Little and Stuckys Lake at Lee county ,32.6200722100453,-85.5519038084122
AL,1125,Holt Lake at Tuscaloosa county ,33.3397956004662,-87.4058944833066
AL,1007,Lake Ponderosa at Bibb county ,32.9176337398055,-87.3261029179595
AL,1061,Burch Pond at Geneva county ,31.0852250236896,-85.7045273054448
AL,1061,Daughtry Pond at Geneva county ,31.0890679681105,-85.694807570062
AL,1007,Pine Lake at Bibb county ,33.1805863937392,-87.1537840707988
AL,1007,Beaver Pond at Bibb county ,33.2208439891082,-87.1392677843958
AL,1007,Green Pond at Bibb county ,33.2234273542402,-87.1312575585968
AL,1117,Whispering Pines Lake at Shelby county ,33.2198044664947,-87.0247301555597
AL,1007,Robinson Lake at Bibb county ,33.18134416625,-87.130702879918
AL,1105,Emily Foster Lake at Perry county ,32.6685462126785,-87.3494339707956
AL,1007,Tailings Pond at Bibb county ,33.1098225007795,-87.1002433348959
AL,1065,Massey Lake at Hale county ,32.7321793554232,-87.6904008290335
AL,1065,John Jays Lake at Hale county ,32.7116838441537,-87.6242698061345
AL,1091,Whitley Lake at Marengo county ,32.2508188879777,-87.6471034681972
AL,1037,Swan Lake at Coosa county ,32.9696519898402,-86.0108012802222
AL,1037,Baker Creek Lagoon at Coosa county ,33.0422321756043,-86.0458896687628
AL,1069,Glenn Lawrence Lake at Houston county ,31.2262800972269,-85.2419249143095
AL,1007,Rockyview Lake at Bibb county ,33.0750160187384,-87.2134669754131
AL,1007,Crystal Lake at Bibb county ,33.0684232868416,-87.2238408018405
AL,1007,Jones Lake at Bibb county ,33.0937065726092,-87.1694033963132
AL,1007,Lightseys Pond at Bibb county ,32.9137970121852,-87.118705428152
AL,1049,Gilberts Lake at DeKalb county ,34.6472234209837,-85.752645168772
AL,1013,Beaver Pond at Butler county ,31.7965401636892,-86.4589398074087
AL,1013,Speirs Pond at Butler county ,31.8662931125559,-86.6406324456596
AL,1007,Shady Grove Lakes at Bibb county ,33.0260810538561,-87.1613461196657
AL,1063,Dollarhide Hunting Lake at Greene county ,32.741129867156,-87.8139337008415
AL,1133,Sloan Lake at Winston county ,34.0126053174031,-87.3669181425892
AL,1065,Manette Pond at Hale county ,32.7935814946391,-87.8023027917041
AL,1125,Touson Lake at Tuscaloosa county ,33.0061830823819,-87.6627119282908
AL,1065,Keaton Lake at Hale county ,33.0030643083689,-87.6993769316925
AL,1065,Storers Lake at Hale county ,32.9211028281692,-87.7579311537537
AL,1003,Lake Crosby at Baldwin county ,30.9282862413341,-87.7240023496824
AL,1105,Watershed Structure Number Twelve at Perry county ,32.635542088027,-87.4843123896548
AL,1065,Bryars Junior Lake Number 3 at Hale county ,32.6293926011569,-87.7169064195567
AL,1065,Bryars Junior Lake Number 1 at Hale county ,32.6310837033734,-87.7202147651257
AL,1065,C. H. Bryars Junior Lake Number 2 at Hale county ,32.6391425670679,-87.7175245360018
AL,1065,Sully Ponds at Hale county ,32.6531178878852,-87.7249875237541
AL,1065,Millwood Pond at Hale county ,32.6670930500242,-87.747043911322
AL,1065,Limestone Lake Number 1 at Hale county ,32.6847514393132,-87.7336915917773
AL,1065,Limestone Lake Number 2 at Hale county ,32.6888800143536,-87.7348454684849
AL,1117,SMyer Lake at Shelby county ,33.4516350100742,-86.5967647719716
AL,1105,Miller Brothers Lake Number Three at Perry county ,32.3244067853585,-87.4693691777047
AL,1009,McCay Lake at Blount county ,33.8549309951401,-86.7739351991856
AL,1009,Sherell Pond at Blount county ,33.9390394929243,-86.6770248600342
AL,1081,Kimbrough Lake at Lee county ,32.5806110357461,-85.6577298988081
AL,1073,Vestavia Lake at Jefferson county ,33.4441200497434,-86.7834274081084
AL,1121,Tallaseehatchee Watershed Number 1 at Talladega county ,33.2024739409792,-86.1849606041033
AL,1121,Tallaseehatchee Creek Watershed at Talladega county ,33.1999238873042,-86.1496031864188
AL,1069,Lakewood Lake at Houston county ,31.1795125552424,-85.4248904791605
AL,1081,Chewacla Lake at Lee county ,32.5511649178453,-85.478740071914
AL,1047,Hammermill Waste Treatment Pond at Dallas county ,32.4218757770095,-86.8588676793313
AL,1127,Bankhead Lake at Walker county ,33.5288547615712,-87.2595702470423
AL,1117,Belcher Lake at Shelby county ,33.3425280813639,-86.6890274904763
AL,1117,Turtle Lake at Shelby county ,33.4113910387154,-86.6622345587526
AL,1109,Walters Pond at Pike county ,31.7752928886217,-85.9565768238791
AL,1043,Holly Pond Park Pond at Cullman county ,34.1757685435846,-86.6150556023385
AL,1065,Martin Slough at Hale county ,32.9064394920152,-87.7505988427131
AL,1089,Joe's Tradin' Pond at Madison county ,34.7382345996384,-86.6677860235464
AL,1091,Spencer Lake Two at Marengo county ,32.4390997622115,-87.7208193181772
AL,1065,State Cattle Ranch Lakes at Hale county ,32.6380870413559,-87.6572719531492
AL,1065,Roy Alexander Lake at Hale county ,32.6290057283674,-87.6622985874417
AL,1065,Charlie Moseley Lake Number Two at Hale county ,32.743394729268,-87.7655849690887
AL,1065,Charlie Moseley Lake Number One at Hale county ,32.745026934811,-87.7573926345508
AL,1065,Lewis Lawson Lake Number 2 at Hale county ,32.7555286918595,-87.7670945145091
AL,1065,Lewis Lawson Lake Number 1 at Hale county ,32.7554595594487,-87.7596506253229
AL,1069,Middleton Lake at Houston county ,31.1416567261013,-85.3874010106326
AL,1065,Joe Glover Lake at Hale county ,32.8145649849534,-87.4873361970411
AL,1045,Parcours Youth Lake at Dale county ,31.3303547783011,-85.7205089837909
AL,1065,Phillips Lake at Hale county ,32.7345725489573,-87.7217667404183
AL,1065,J B Thomas Lake at Hale county ,32.7887681303211,-87.4778150966991
AL,1081,Lake Cherry at Lee county ,32.4955571647607,-85.3117934797697
AL,1081,Hubbard Lake at Lee county ,32.5211027449746,-85.193215699255
AL,1081,Pond Number S-8 at Lee county ,32.672106042776,-85.5096623804747
AL,1081,Lake Whatley at Lee county ,32.5492423929367,-85.3953779091181
AL,1081,Pond Number S-1 at Lee county ,32.6830987987962,-85.5100135485812
AL,1081,Fullers Lakes at Lee county ,32.5411186327219,-85.1209735691768
AL,1081,Powell Lake at Lee county ,32.543157716984,-85.1221058283442
AL,1081,Pond Number S-3 at Lee county ,32.6811913047364,-85.5159111394982
AL,1081,Cress Outing Club Lake at Lee county ,32.5395975421964,-85.4368524963038
AL,1017,Browne Lake at Chambers county ,32.7320740050241,-85.4799959608391
AL,1081,Heath Lake at Lee county ,32.4899947338073,-85.1574658836303
AL,1081,Wards Pond at Lee county ,32.5260855184838,-85.5027185873242
AL,1081,Samford Lake Number One at Lee county ,32.5610052132486,-85.2713039709847
AL,1081,Orr Estates Pond at Lee county ,32.6178888520344,-85.4184766647172
AL,1081,Neals Pond at Lee county ,32.5236298263537,-85.4843814526928
AL,1081,Lake Wilmore at Lee county ,32.5663562967754,-85.465469836252
AL,1081,Bruce Pond Number Four at Lee county ,32.4959274119928,-85.3509886268226
AL,1081,Bruce Pond Number Two at Lee county ,32.492242739144,-85.359993278913
AL,1081,Bruce Pond Number One at Lee county ,32.4918011419259,-85.3508306245653
AL,1081,Bruce Pond Number Three at Lee county ,32.4989572377793,-85.3518268530183
AL,1081,Kuderna Lake at Lee county ,32.5717783861717,-85.5386896539333
AL,1081,Kinnett Lake at Lee county ,32.4783121073084,-85.0721893008161
AL,1081,Condy Lake at Lee county ,32.6786208771358,-85.3601092911637
AL,1081,Webbs Pond at Lee county ,32.5146855149354,-85.0563377876073
AL,1065,Coleman Lake Number 1 at Hale county ,32.7130663190505,-87.6806868928019
AL,1065,Coleman Lake Number 2 at Hale county ,32.7089888303136,-87.6856085741872
AL,1065,Richards Lake at Hale county ,32.6599812374919,-87.6822048743622
AL,1065,Lelia Myers Lake at Hale county ,32.6671823054969,-87.7110607488384
AL,1065,Jimmy Seale Lake at Hale county ,32.6802378401363,-87.6839399746817
AL,1113,Beasleys Pond at Russell county ,32.2338341188612,-85.4278775807075
AL,1111,High Pine Creek Lake Number 2 at Randolph county ,33.1763425314694,-85.3762644648115
AL,1111,Roanoke City Lake at Randolph county ,33.1656940051219,-85.4004962636428
AL,1111,McMurray Lake at Randolph county ,33.1393545775062,-85.4020198478677
AL,1111,Lake Louise at Randolph county ,33.1207639270558,-85.3795304249698
AL,1017,Smith and Norred Lake at Chambers county ,33.1002458500446,-85.3984376643454
AL,1017,Royston Lake at Chambers county ,33.084165932701,-85.3908501323037
AL,1039,Wise Pond at Covington county ,31.1867968881506,-86.203403166799
AL,1065,State Cattle Ranch Lake Number 1 at Hale county ,32.6286519294415,-87.6962212168167
AL,1065,State Cattle Ranch Lake Number 3 at Hale county ,32.6340281084788,-87.6899212976716
AL,1065,State Cattle Ranch Lake Number 2 at Hale county ,32.637226737702,-87.6971603568108
AL,1065,State Cattle Ranch Lake Number 4 at Hale county ,32.648970698566,-87.711592167845
AL,1069,Gerald Crowley Lake at Houston county ,31.0830140214166,-85.3259170479379
AL,1109,Sanders Lake at Pike county ,31.9541998335351,-86.1259694036191
AL,1109,Vinson Ponds at Pike county ,31.9657303327711,-86.1374462814758
AL,1109,Russell Pond at Pike county ,31.9656080793912,-86.1317422011538
AL,1109,Menefee Lake at Pike county ,31.9630476933108,-86.1251090332545
AL,1053,Brewton Sewage Lagoon at Escambia county ,31.0834084235065,-87.0867220037926
AL,1035,Freeman Lake at Conecuh county ,31.363895694469,-87.1637265433174
AL,1045,Marvin Parker Lake Number One at Dale county ,31.5002321375915,-85.6630855054472
AL,1045,Marvin Parker Lake Number Two at Dale county ,31.5043695032774,-85.6637921360976
AL,1113,Wadsworth Lake at Russell county ,32.2967699767649,-85.1620787033743
AL,1113,McCann Lake at Russell county ,32.3011931120767,-85.1710441730552
AL,1113,Dudleys Lake at Russell county ,32.3023541184187,-85.2027653287742
AL,1113,Skinners Lake at Russell county ,32.3269653276259,-85.2866857650743
AL,1113,Lake Lenora at Russell county ,32.3452125734588,-85.2351154320359
AL,1113,Carrol Lake at Russell county ,32.3437549017763,-85.2209511474761
AL,1105,Watershed Structure Number Eleven at Perry county ,32.6260159716648,-87.5098656977933
AL,1065,Hardenbergh Lake at Hale county ,32.5977009625832,-87.5275758836542
AL,1065,Walthall Lake at Hale county ,32.568622754814,-87.5381237383893
AL,1105,Hilton Mckee Lake at Perry county ,32.5283079352908,-87.4876573096115
AL,1105,Cottrell Lake at Perry county ,32.4998596987734,-87.514558306112
AL,1065,Fitzgerald Lake at Hale county ,32.5310011983727,-87.7133030674016
