st2,GEOID,NAME,lake,lat,lon
FL,12115,Sarasota,Little Salt Spring,27.0748814025249,-82.2331054575439
FL,12055,Highlands,Lake Charlotte,27.4330840842988,-81.4503103455444
FL,12055,Highlands,Wolf Lake,27.4219253726056,-81.4733562644843
FL,12055,Highlands,Cristy Lake,27.4339108497922,-81.502229634751
FL,12055,Highlands,Lake Ruth,27.4291977522719,-81.4584747791744
FL,12055,Highlands,Fox Lake,27.607984057052,-81.4666713153023
FL,12055,Highlands,Edilia Lake,27.4325740923222,-81.4990841514299
FL,12105,Polk,Brush Lake,27.9044127109383,-81.716601850739
FL,12055,Highlands,Huckleberry Lake,27.452658671109,-81.4634821139133
FL,12057,Hillsborough,Tenmile Lake,27.9404013830634,-82.3153461011399
FL,12115,Sarasota,Red Bug Slough,27.2788965372483,-82.502350837496
FL,12055,Highlands,Lake Anoka,27.5805346255363,-81.5121984227558
FL,12057,Hillsborough,Mead Lake,27.9476618528958,-82.2949484161944
FL,12055,Highlands,Lake Josephine,27.3971729701012,-81.4373167979889
FL,12057,Hillsborough,Lake Michaela,27.9007679399792,-82.2090423625325
FL,12057,Hillsborough,Equus Meadow Pond,28.0101770867272,-82.5512937440985
FL,12057,Hillsborough,Sand Pond,27.9384306802969,-82.302236855496
FL,12057,Hillsborough,Lake Weeks,27.9893844648039,-82.2686303201823
FL,12057,Hillsborough,Brant Lake,28.1264037964854,-82.4723679061481
FL,12057,Hillsborough,Mud Lake,27.98944901166,-82.1482055297621
FL,12105,Polk,Lake Gem,28.0340309371813,-81.7111539100975
FL,12057,Hillsborough,Moore Lake,28.008839515968,-82.2214588953689
FL,12105,Polk,Pioneer Lake,27.8845569882179,-81.5031329772446
FL,12105,Polk,Lake Belle,27.8821431438172,-81.5866945684168
FL,12057,Hillsborough,Lake Sproul,28.1170273437474,-82.5099049478465
FL,12105,Polk,Lake Godwin,27.6859859396162,-81.4380815658687
FL,12057,Hillsborough,Sam's Lake,28.0429562660542,-82.494318335993
FL,12101,Pasco,Camp Lake,28.184256602788,-82.4917351421754
FL,12057,Hillsborough,Saddleback Lake,28.1206084649899,-82.4949151793335
FL,12105,Polk,Sunset Lake,27.8800572298327,-81.5104389648444
FL,12057,Hillsborough,Woodbury Lake,27.9504872496438,-82.3196110522807
FL,12105,Polk,Lake Suzanne,27.958585248077,-81.6011386668352
FL,12057,Hillsborough,Lake Virginia,28.1613804822552,-82.4886939791894
FL,12101,Pasco,Como Lake,28.1826521176439,-82.4751231051441
FL,12101,Pasco,Lake Sharon,28.230776287528,-82.4624380668695
FL,12105,Polk,Tater Patch Pond,27.9349486957759,-81.6190100515724
FL,12057,Hillsborough,Keene Lake,28.1447512448055,-82.4479409454017
FL,12101,Pasco,Treasure Lake,28.2490269481979,-82.4579277852255
FL,12105,Polk,Lake Trask,28.0269799466109,-81.5971920143421
FL,12057,Hillsborough,Feinsinger Lake,28.1612398743586,-82.4512549358955
FL,12057,Hillsborough,Lake Stemper,28.1337890132185,-82.4563964389234
FL,12057,Hillsborough,Cedar Lake,28.0653352316701,-82.4725998253631
FL,12057,Hillsborough,Commston Lake,28.147444099444,-82.4548443526311
FL,12057,Hillsborough,Little Deer Lake,28.1639619080744,-82.4653463746355
FL,12105,Polk,Tractor Lake,27.8762182446349,-81.5882841577674
FL,12057,Hillsborough,Lake Allen,28.1570916050932,-82.4888085695715
FL,12057,Hillsborough,Lake Ruth,28.1669139332783,-82.4974946433522
FL,12057,Hillsborough,Hart Lake,28.1698837590196,-82.4337218877358
FL,12101,Pasco,East Lake Ellis,28.2272042379906,-82.4596684755977
FL,12057,Hillsborough,Lake Brooker,28.1595113811323,-82.4773694667041
FL,12101,Pasco,Gooseneck Lake,28.1955092563251,-82.429839556969
FL,12057,Hillsborough,Cool Kell Lake,28.1652010547171,-82.4495125596224
FL,12101,Pasco,Dupree Lake,28.2386418206406,-82.4497820791699
FL,12057,Hillsborough,Deer Lake,28.1678609266615,-82.4626010462652
FL,12105,Polk,Ski Lake,27.9066719806284,-81.4601979900229
FL,12057,Hillsborough,Pearl Lake,28.1402398450789,-82.4876535822277
FL,12057,Hillsborough,Round Lake,28.1207243837065,-82.5000398588159
FL,12057,Hillsborough,Hanna Lake,28.1378613927242,-82.4462888773743
FL,12057,Hillsborough,Lake Chapman,27.9459098776327,-82.3136679172941
FL,12057,Hillsborough,Lake Harvey,28.1638387441459,-82.4858647108046
FL,12057,Hillsborough,Wee Lake,27.9536976110161,-82.2956838726902
FL,12057,Hillsborough,Little Hobbs Lake,28.153373431673,-82.4637191047933
FL,12105,Polk,Mountain Lodge Lake,27.9285888243406,-81.6107119006084
FL,12057,Hillsborough,Reinheimer Lake,28.1301959572172,-82.4866780765023
FL,12101,Pasco,Lake Patient,28.2255206192273,-82.4831509670573
FL,12057,Hillsborough,Lake Lipsey,28.056187604131,-82.4975880234188
FL,12057,Hillsborough,Lake Crenshaw,28.1260675968005,-82.4960621022625
FL,12057,Hillsborough,Lake Gass,28.0931776076733,-82.4636475463307
FL,12057,Hillsborough,Lake Kell,28.1663339883232,-82.4562818810408
FL,12057,Hillsborough,Lake Thomas,28.1469012484906,-82.4868139636079
FL,12057,Hillsborough,Lake Hobbs,28.1585861312968,-82.4676430113492
FL,12057,Hillsborough,Sapphire Lake,28.1406073519369,-82.4811947677575
FL,12057,Hillsborough,Lake Charles,28.1156743959074,-82.4811418505476
FL,12101,Pasco,Big Lake Vienna,28.2063665286143,-82.4709898330037
FL,12017,Citrus,Moon Lake,28.7161065028572,-82.2757640442712
FL,12101,Pasco,Lake Worrell,28.2837264545054,-82.6681091003352
FL,12101,Pasco,Lake Jovita,28.3415992386992,-82.2633959243478
FL,12101,Pasco,Mary Lou Lake,28.1730399663352,-82.4974662755715
FL,12053,Hernando,Rock Pond,28.617264202622,-82.3914462081685
FL,12053,Hernando,Harris Pond,28.6702421679777,-82.4737715292881
FL,12101,Pasco,Moon Lake,28.2850895048396,-82.6108257717747
FL,12101,Pasco,Lake Thomas,28.240408345559,-82.4694406009692
FL,12101,Pasco,Lake Blanton,28.402965828195,-82.2463607346602
FL,12017,Citrus,Hog Pond,28.8719193831826,-82.3752839026224
FL,12101,Pasco,King Lake,28.2302773631068,-82.4514201498922
FL,12053,Hernando,Island Prairie Pond,28.5410318692265,-82.1485206188668
FL,12101,Pasco,Crews lake,28.3772447463203,-82.5287438190206
FL,12119,Sumter,Black Lake,28.9049094707831,-81.9873633827072
FL,12101,Pasco,Lake Madeline,28.2456570134742,-82.4816726807394
FL,12017,Citrus,Fort Cooper Lake,28.8049697140257,-82.3032378442452
FL,12053,Hernando,Mills Smokehouse Pond,28.4994924518334,-82.1541026266414
FL,12101,Pasco,Yellow Lake,28.2905816721017,-82.6726024109286
FL,12101,Pasco,Wistaria Lake,28.2520238663562,-82.4770255590841
FL,12053,Hernando,McKethan Lake,28.6465705876422,-82.3373061896781
FL,12101,Pasco,Curve Lake,28.2540191101463,-82.460571946827
FL,12101,Pasco,Moody Lake,28.4104778293364,-82.2980919100261
FL,12053,Hernando,Skinner Lake,28.6575080825058,-82.4655117672771
FL,12101,Pasco,Lake Iola,28.3944999753969,-82.2986233833628
FL,12101,Pasco,Hidden Lake,28.293766389847,-82.6409524539862
FL,12053,Hernando,Lake Lindsey,28.6293167693263,-82.365785313739
FL,12101,Pasco,West Lake Ellis,28.2232426696916,-82.4630694008763
FL,12053,Hernando,Eagle's Nest,28.5549146148234,-82.6091379697942
FL,12057,Hillsborough,Hog Island Lake,28.1696811132926,-82.4483186272899
FL,12101,Pasco,Bird Lake,28.1805000525503,-82.4531414336626
FL,12057,Hillsborough,Browns Lake,28.1705248146747,-82.4822696839087
FL,12101,Pasco,Long Sun Lake,28.1764080146642,-82.4904241295677
FL,12015,Charlotte,Glory Fountain,27.001793152057,-82.0565891662795
FL,12101,Pasco,Moss Lake,28.1766509367164,-82.4814930515792
FL,12115,Sarasota,Higgins Lake,27.3183266683976,-82.4434922081967
FL,12115,Sarasota,Lake McIntosh,27.2868145915965,-82.4828061475119
FL,12115,Sarasota,Alligator Pond,27.339543959654,-82.4360275333436
FL,12131,Walton,Eastern Lake,30.3115650512386,-86.0939101716531
FL,12131,Walton,Deer Lake,30.304530305922,-86.0795939155813
FL,12021,Collier,Green Heron Lake,25.9422648014509,-81.4675804703564
FL,12103,Pinellas,Lake Kersky,27.8259755377521,-82.7804783803419
FL,12103,Pinellas,Skipper Lake,27.8161210887071,-82.7253952799506
FL,12103,Pinellas,West Pond,27.8765744523658,-82.7521221343134
FL,12103,Pinellas,Lake Egret,27.8197090469809,-82.625071428243
FL,12079,Madison,Lake Francis,30.4662856705534,-83.4074459890914
FL,12023,Columbia,Lake Isabella,30.1863515426031,-82.6344782994817
FL,12097,Osceola,Happy Harbor Fishing Pond,28.2884997637592,-81.4593556299244
FL,12081,Manatee,Reflection Pond,27.4363758735181,-82.5913989439745
FL,12081,Manatee,Bayshore high pond,27.4411893682601,-82.5955070385313
FL,12081,Manatee,Big Glenn Lake,27.4511264630128,-82.6101807709628
FL,12107,Putnam,Lake Stella,29.4303715892689,-81.5193762273049
FL,12099,Palm Beach,Renaissance Project Basin,26.7036175276158,-80.0656298972284
FL,12119,Sumter,Lake Sumter,28.9137594006387,-81.9702517338101
FL,12031,Duval,Lake Bethesda,30.4325217324059,-81.7248194546184
FL,12001,Alachua,Hidden Lake,29.6695910607372,-82.3363760112148
FL,12099,Palm Beach,Cow Pen Lake,26.9256669585666,-80.1694572658474
FL,12099,Palm Beach,West Lake,26.9188389013334,-80.174566267036
FL,12099,Palm Beach,Alligator,26.7150728741901,-80.3254676795026
FL,12099,Palm Beach,Tortoise,26.7151351280575,-80.3242232630928
FL,12117,Seminole,Sylvan Lake Reserve 32771,28.810929034497,-81.379517432545
FL,12001,Alachua,Sinkhole Pond,29.6253797776889,-82.3171261803367
FL,12001,Alachua,Colclough Pond,29.6279267938665,-82.3287393386886
FL,12001,Alachua,Rush Lake,29.6374603862514,-82.3407709334338
FL,12001,Alachua,Sawgrass Pond,29.5320998908315,-82.2922078625789
FL,12103,Pinellas,Zeta Pond,27.7106172252607,-82.6869401289169
FL,12069,Lake,Loch Leven,28.8291988451887,-81.6353037858464
FL,12069,Lake,Lake Gertrude,28.8150941958291,-81.6584243408054
FL,12069,Lake,Lake Umatilla,28.9191331030825,-81.661569896235
FL,12069,Lake,Lake Enola,28.9238424571625,-81.6733405415631
FL,12069,Lake,Lake Mary,28.9248090891345,-81.6776122379134
FL,12069,Lake,Lake Whitcomb,28.9138091142559,-81.6477149483001
FL,12069,Lake,Lake Blanchester,28.9099930668979,-81.6416769885253
FL,12127,Volusia,Eagle Lake,29.07486093269,-81.0361221472947
FL,12103,Pinellas,Sunny Lake,27.9515147655691,-82.7681124395452
FL,12103,Pinellas,Hobart Lake,27.9737318342196,-82.7687047517082
FL,12085,Martin,Banner Lake,27.0540422211231,-80.1424790725764
FL,12095,Orange,Lake Vonette,28.4042001187461,-81.2032795109533
FL,12127,Volusia,Heley Lake,28.8766550783865,-81.2177503180843
FL,12127,Volusia,Lake Gleason,28.8928646338364,-81.2655082887283
FL,12127,Volusia,Lehigh Lake,28.8875261653311,-81.2169650392186
FL,12127,Volusia,Lorraine Lake,28.88177942586,-81.2237100398291
FL,12127,Volusia,McGarity Lake,28.895456975578,-81.2222514943154
FL,12127,Volusia,Trout Lake,28.9070986045377,-81.2694034728056
FL,12127,Volusia,Lake Lapanoca,28.9010923573574,-81.2597931914175
FL,12095,Orange,Alligator Breeding Marsh,28.3547869113137,-81.4025051758562
FL,12005,Bay,Gator Lake,30.1278626024159,-85.7318273357482
FL,12021,Collier,Monument Lake,25.8688925381859,-81.1142850800684
FL,12105,Polk,Williams Fishing Hole,27.9870296322119,-82.0315826833788
FL,12073,Leon,Big Dismal Sink,30.315795773739,-84.3515354756981
FL,12001,Alachua,Ocala Pond,29.647666036393,-82.3396876887945
FL,12103,Pinellas,Moccasin Lake,27.9770400725757,-82.7284496850648
FL,12103,Pinellas,Coachman Lakes,27.9875273412679,-82.736328686009
FL,12001,Alachua,Graham Pond,29.6452886200643,-82.3510159020467
FL,12073,Leon,Boca Chuba Pond,30.4335582199416,-84.2791229038958
FL,12037,Franklin,Lake Tucker,29.9211882557551,-84.3587042613489
FL,12001,Alachua,Hume Pond,29.6435056987158,-82.3525271553961
FL,12105,Polk,Lake Wilson,27.8842255861671,-81.8402639759231
FL,12103,Pinellas,Lake Avoca,28.1593928084106,-82.7877878092374
FL,12103,Pinellas,Ridgecrest Lake,27.8923549189951,-82.8079339744623
FL,12103,Pinellas,Salls' Lake,27.9851813814721,-82.714684453405
FL,12039,Gadsden,Lake Tallavana,30.5976209354017,-84.4646391531854
FL,12039,Gadsden,Lake Yvette,30.5313914419025,-84.4665290175295
FL,12063,Jackson,Nash Pond,30.8018135132989,-84.9709594487584
FL,12073,Leon,Hammock Sink,30.3145117665589,-84.3470066009987
FL,12073,Leon,Magnolia Sink,30.317691649012,-84.3553492648281
FL,12073,Leon,Black Sink,30.3137710498921,-84.353870887638
FL,12073,Leon,Fisher Creek Sink,30.3085183914078,-84.3552574068885
FL,12039,Gadsden,Lake Laurie,30.630278763726,-84.633430719998
FL,12073,Leon,Silver Lake,30.4028243761671,-84.4058600156189
FL,12073,Leon,Moore Lake,30.3925906297127,-84.403695861918
FL,12073,Leon,Dog Lake,30.3771297797795,-84.3957071018158
FL,12095,Orange,Hidden Lake,28.6072997197261,-81.1848885639281
FL,12037,Franklin,Wright Lake,30.0010823886349,-85.0014032089201
FL,12095,Orange,Deer Run Lake,28.6072471253517,-81.1808141488082
FL,12095,Orange,Sunset Lake,28.6102477939635,-81.1842173685595
FL,12095,Orange,Sand Lake,28.7212733797287,-81.472093350956
FL,12039,Gadsden,Fair Haven Pond,30.5120011660824,-84.4504186726447
FL,12001,Alachua,Dairy Pond,29.6473671610656,-82.3445653946852
FL,12001,Alachua,Gator Pond,29.6482362915044,-82.3412994687335
FL,12073,Leon,Lost Lake,30.3623659514435,-84.3861937094255
FL,12073,Leon,Trout Pond,30.3336764810945,-84.3868339476187
FL,12117,Seminole,Lake Emerald,28.6388831044666,-81.1245024040197
FL,12117,Seminole,Lake Chuluota,28.6437670167251,-81.124815675602
FL,12117,Seminole,Atkins Lake,28.6241323491005,-81.1093703933949
FL,12117,Seminole,Weston Pond,28.6259365683082,-81.1001661858256
FL,12095,Orange,Echo Lake,28.357087636134,-81.5592865066351
FL,12105,Polk,Swimmingpool,27.8804191580216,-81.7206465792684
FL,12095,Orange,Casey Jr. Splash 'N' Soak Station,28.4209515332488,-81.5786852299832
FL,12095,Orange,Hourglass Lake,28.3502125810006,-81.5455402313361
FL,12019,Clay,Hall Lake,29.7997319138086,-81.9238679083399
FL,12019,Clay,Echo Lake,29.7382852718392,-82.0130995841335
FL,12107,Putnam,Halfmoon Lake,29.7397213675277,-81.9870083978535
FL,12019,Clay,Twin Lakes,29.7677171035753,-81.9966958869421
FL,12019,Clay,Oldfield Pond,29.7552186028693,-81.98804657976
FL,12019,Clay,Smith Lake,29.7984876195781,-81.9465840684297
FL,12019,Clay,Bull Pond,29.7990857524912,-81.9673215317983
FL,12019,Clay,Silver Sand Lake,29.7973655525192,-81.9761018138586
FL,12115,Sarasota,Upper Myakka Lake,27.2748387637756,-82.2861881375347
FL,12057,Hillsborough,Burrell Lake,28.094822217399,-82.4482509735777
FL,12095,Orange,Lake Calabay,28.3542405420647,-81.4312341821798
FL,12127,Volusia,Victoria Lake,28.980109958223,-81.2619504799016
FL,12099,Palm Beach,Flamango Lake,26.6622516940515,-80.0819405844414
FL,12057,Hillsborough,Simmons Lake,27.7078415824026,-82.3525289287371
FL,12117,Seminole,Lake Jesup,28.7273525459289,-81.2203480037447
FL,12055,Highlands,Hog Lake,27.5303385369255,-81.517500430469
FL,12105,Polk,Lake Hamilton,28.0518135317779,-81.6528879314131
FL,12069,Lake,Lake Harris,28.7693750476722,-81.8063594580948
FL,12069,Lake,Lake Ouida,28.9663519353854,-81.6566728042359
FL,12133,Washington,Pate Lake,30.6911420313003,-85.7469256899449
FL,12103,Pinellas,Lake Maggiore,27.7372020980115,-82.653256166526
FL,12103,Pinellas,Wax Myrtle Pond,27.7291824489027,-82.6540328139742
FL,12077,Liberty,Lake Mystic,30.3834907851158,-84.9827502171911
FL,12073,Leon,Harolds Pond,30.5900032001217,-84.038950138265
FL,12017,Citrus,Halls River,28.8131017147993,-82.6036755587266
FL,12019,Clay,Devils Wash Basin,29.8448227730298,-81.949015468929
FL,12019,Clay,Little Johnson Lake,29.8251292588333,-81.9488976775062
FL,12019,Clay,Pebble Lake,29.8252262760227,-81.953567719121
FL,12019,Clay,Big Johnson Lake,29.8215447212874,-81.9378845043464
FL,12063,Jackson,Waddells Millpond,30.8713779475268,-85.3368633523366
FL,12069,Lake,Lake Norris,28.9393894807685,-81.5410017605022
FL,12129,Wakulla,Cherokee Sink,30.2130507593745,-84.3042844167473
FL,12073,Leon,Smokey Hollow Pond,30.4366159920914,-84.2763131235453
FL,12107,Putnam,Lake Broward,29.5126031931004,-81.5923937526256
FL,12107,Putnam,Lake Como,29.4702420844007,-81.5821777243527
FL,12073,Leon,Lake Overstreet,30.5310569021866,-84.2565772340248
FL,12073,Leon,Little Gum Pond,30.5302351972609,-84.2736464136217
FL,12073,Leon,The Pond,30.5228809278556,-84.2564963935897
FL,12073,Leon,Reflecting Pool,30.5233926701129,-84.2564218951794
FL,12037,Franklin,Little Tucker Lake,29.9230250458888,-84.368279959872
FL,12105,Polk,Mac Lake,28.298554958102,-82.0431666996844
FL,12105,Polk,Middle Lake,28.2975771813206,-82.0471993316961
FL,12105,Polk,Little Lake,28.2973157738229,-82.0500933668319
FL,12086,Miami-Dade,Long Pine Key Lake,25.3991527083175,-80.6580670405793
FL,12017,Citrus,Phil's Lake,29.0112700971687,-82.6529111890771
FL,12101,Pasco,East Lake,28.2096611653589,-82.4408434084402
FL,12101,Pasco,Lake Joyce,28.211028498379,-82.4476458354618
FL,12077,Liberty,White Springs,30.4200639387641,-84.9220383434728
FL,12081,Manatee,Hidden Lake,27.5206095634964,-82.3797528125123
FL,12095,Orange,Neptune Fountain,28.3675500908389,-81.5482979161097
FL,12091,Okaloosa,Anderson Pond,30.5596571725451,-86.5136252546031
FL,12089,Nassau,Hampton Lake,30.773795184431,-81.9683090350083
FL,12063,Jackson,Heath Pond,30.8395712261765,-84.9590778383605
FL,12063,Jackson,Kit Hole,30.8303205904833,-84.9937139674494
FL,12015,Charlotte,Webb Lake,26.8332711024354,-81.9461438764436
FL,12099,Palm Beach,Lake Boca Raton,26.3437606763753,-80.0744280156889
FL,12095,Orange,Johns Lake,28.5326135397908,-81.6467700321449
FL,12099,Palm Beach,Lake Wyman,26.3698578776344,-80.0726530225433
FL,12099,Palm Beach,Lake Rogers,26.3840513007633,-80.0715927232408
FL,12065,Jefferson,Lake Miccosukee,30.5710938791728,-83.9782430799768
FL,12095,Orange,Lake Monterrey,28.4137098585081,-81.471586525918
FL,12095,Orange,Flamingo Cove,28.4125473123661,-81.4620094233735
FL,12095,Orange,Pelican Preserve,28.4125367368635,-81.4614617200326
FL,12095,Orange,Manta Aquarium,28.4121814716125,-81.4619823610761
FL,12095,Orange,Dolphin Encounter,28.4136404150648,-81.4610580278372
FL,12095,Orange,Sea Turtles,28.4139430097341,-81.4597079639865
FL,12095,Orange,Alligators,28.4137359795703,-81.4597286250944
FL,12095,Orange,Pacific Point Preserve,28.4111052536105,-81.4590941128134
FL,12095,Orange,Dine Pool,28.4087375534499,-81.4615566047604
FL,12117,Seminole,Love Lake,28.675945792301,-81.1918757867245
FL,12011,Broward,Hibiscus Waterway,26.2925025411975,-80.082905066032
FL,12011,Broward,Ibis Waterway,26.295336343688,-80.0832703216945
FL,12011,Broward,Jasmine Waterway,26.292488235159,-80.0839315380952
FL,12011,Broward,Poinsettia Waterway,26.2923347480265,-80.0850244816536
FL,12095,Orange,Water Playground,28.4104494010891,-81.5873199679214
FL,12073,Leon,Lower Dianne Lake,30.5926333216051,-84.2356527809222
FL,12073,Leon,Dove Pond,30.4868283852419,-84.2060273402944
FL,12073,Leon,Gilbert Pond,30.553344767178,-84.1977901071535
FL,12073,Leon,Petty Gulf Lake,30.5890925473767,-84.2271343779159
FL,12073,Leon,Pine Hill Lake,30.583848939817,-84.2200753052
FL,12019,Clay,Mosquito Lake,29.835036385354,-82.0430241521991
FL,12019,Clay,Lake Brooklyn,29.8002185695222,-82.0274836340857
FL,12107,Putnam,Lake Barco,29.6760802261047,-82.0083946184056
FL,12107,Putnam,Lake Rowan,29.6765230084514,-82.0177833190791
FL,12001,Alachua,Bonnet Lake,29.7244341111884,-82.095550740328
FL,12001,Alachua,Lake Elizabeth,29.698586997204,-82.0934982049906
FL,12019,Clay,Gator Bone Lake,29.8135726372853,-81.9576696813618
FL,12007,Bradford,Silver Lake,29.7973192857057,-82.0598804256773
FL,12107,Putnam,Goose Lake,29.6995867063303,-81.9771434704235
FL,12007,Bradford,Lake Bedford,29.8095308318846,-82.0509992942141
FL,12011,Broward,Memorial Lake,26.0795953657868,-80.2317792438818
FL,12109,St. Johns,Kelly Lake,29.9919707976684,-81.468629881796
FL,12113,Santa Rosa,O'Sullivan Pond,30.386239913301,-87.0147675017523
FL,12031,Duval,Lotus Pond,30.3997898599973,-81.6436582121969
FL,12121,Suwannee,Classy Pond,30.2214718132322,-82.8202686680212
FL,12121,Suwannee,Grissom Hole,30.2258420730663,-82.8140632432626
FL,12121,Suwannee,Low Lake,30.2205903712907,-82.8356427750588
FL,12099,Palm Beach,Lake Clarke,26.6446933998156,-80.0737866980891
FL,12095,Orange,Bay Cove Pool,28.4164808856861,-81.5728407747089
FL,12113,Santa Rosa,"RETENTION POND PARCEL ""A""",30.6488406505836,-87.1254610258865
FL,12057,Hillsborough,Providence Lakes,27.9060596221024,-82.3093980023139
FL,12005,Bay,Grass Lake,30.3054656799681,-85.8159818751709
FL,12127,Volusia,Tranquillity Basin,29.1896980138821,-81.0528939584082
FL,12127,Volusia,Moat,29.1897331730252,-81.0485368404284
FL,12127,Volusia,Persperation Pond,29.1912350675858,-81.0479363688705
FL,12099,Palm Beach,Osprey Pond,26.5544105220256,-80.2260205906995
FL,12073,Leon,Coal Chute Pond,30.4327940544027,-84.2951835697612
FL,12071,Lee,The Estuary Lake,26.4988046698262,-81.9829571049222
FL,12033,Escambia,Eagle Nest,30.5890914474198,-87.2348409409184
FL,12031,Duval,Riverside Duck Pond,30.3162292944416,-81.6813206962942
FL,12071,Lee,Pop Ash Pond,26.5719661588764,-81.8239194688989
FL,12071,Lee,Wood Duck Pond,26.5759578295718,-81.8223780232512
FL,12071,Lee,Otter Pond,26.5738241158153,-81.8228815867039
FL,12057,Hillsborough,Ulele Spring,27.9596258613927,-82.4631449511389
FL,12035,Flagler,Little Lake,29.494551903729,-81.4833092661933
FL,12057,Hillsborough,Browns Lakes,27.8275232964914,-82.2477367212463
FL,12107,Putnam,Morris Lake,29.6146377408735,-81.9728832892392
FL,12107,Putnam,Lake Galilee,29.6223044992445,-81.9485716011849
FL,12107,Putnam,Ladys-Slipper Lake,29.6220950642898,-81.9283798569815
FL,12107,Putnam,West Lake,29.6260931388196,-81.9709955355041
FL,12107,Putnam,East Lake,29.6274937804598,-81.9633394977365
FL,12107,Putnam,Cowpen Lake,29.6013748773939,-82.0019909796555
FL,12107,Putnam,South Twin Lake,29.6027378641017,-82.0155910006017
FL,12107,Putnam,North Twin Lake,29.6073416585597,-82.0179192850543
FL,12107,Putnam,Still Pond,29.6306754868849,-81.8791119459313
FL,12107,Putnam,Lake Lucy,29.6433928537471,-81.9325069003391
FL,12107,Putnam,Whirlwind Lake,29.6534147623895,-81.9532066729001
FL,12107,Putnam,Trout Lake,29.6485773279425,-81.9092853280477
FL,12107,Putnam,Lovers Lake,29.6509886932874,-81.8918782918485
FL,12107,Putnam,Hart Lake,29.6557410398642,-81.8867588148146
FL,12107,Putnam,Flamingo Lake,29.6583644083371,-81.8927213294059
FL,12105,Polk,Lake Clinch,27.742877896836,-81.5483725268859
FL,12105,Polk,Reedy Lake,27.7401490808101,-81.4960164849116
FL,12133,Washington,River Lake,30.4424040630576,-85.6778621529042
FL,12086,Miami-Dade,Roseatte Spoonbill Lake,25.8479140884522,-80.3574222027822
FL,12095,Orange,Lake Searcy,28.5719761694476,-80.9856234189355
FL,12057,Hillsborough,Retention pond,28.0238240202284,-82.2363006677541
FL,12071,Lee,Angelfish Canal,26.6201675776447,-81.7384664731349
FL,12071,Lee,Bream Canal,26.6151484643178,-81.7321381624941
FL,12071,Lee,Telefish Canal,26.6113225084181,-81.7357069296986
FL,12069,Lake,Lake Gibson,28.9477613901933,-81.6521198956541
FL,12069,Lake,North Twin Lake,28.9576883832848,-81.6637316071338
FL,12069,Lake,Lake Cooley,28.9489184179181,-81.6730066968514
FL,12069,Lake,Lake Owen,28.942563971901,-81.6810510946417
FL,12069,Lake,South Twin Lake,28.9527151561794,-81.6662469666423
FL,12107,Putnam,Little McMeekin Lake,29.5916772425673,-82.0169069231146
FL,12107,Putnam,Lak-a-wana Lake,29.5962716832744,-82.0200645799181
FL,12107,Putnam,Twomile Pond,29.7061077718746,-82.0222191838726
FL,12071,Lee,Harn's Marsh Flowway,26.6477551581188,-81.6931516330636
FL,12071,Lee,Jack Canal,26.6163987905788,-81.7474127587092
FL,12071,Lee,Lake Julie,26.5370565696275,-81.5982183476904
FL,12069,Lake,Lake Joanna,28.8417456560358,-81.6451193768866
FL,12073,Leon,Lake Anita,30.4321831316704,-84.2846892757964
FL,12011,Broward,My Other Fishing Spot,26.0829510886612,-80.2814897976847
FL,12105,Polk,Esther Williams Swimming Pool,27.9943194759325,-81.6951478720701
FL,12105,Polk,Lake Summit,27.9986735696664,-81.6946490006875
FL,12105,Polk,Lake Eloise,27.9835466022519,-81.7030569974555
FL,12095,Orange,World Showcase Lagoon,28.3697366167681,-81.549221100876
FL,12086,Miami-Dade,West Moshe Pond,25.816383514349,-80.3721942927232
FL,12086,Miami-Dade,East Moshe Pond,25.8158349206039,-80.3705377025305
FL,12103,Pinellas,Hibiscus Lake,27.976478266275,-82.7778867874208
FL,12103,Pinellas,Jerry Lake,28.0092423474492,-82.7571787187178
FL,12115,Sarasota,Cushy Number Americans,27.2826918148761,-82.4806222817674
FL,12095,Orange,SMA-12,28.4410819459109,-81.4411210176559
FL,12095,Orange,NFA-3,28.4410422824852,-81.438060635892
FL,12001,Alachua,Clear Lake,29.6510694797078,-82.3912034081385
FL,12121,Suwannee,Pretty Pond,30.2448992027738,-82.9213568350906
FL,12121,Suwannee,Hog Pond,30.2392942983451,-82.9238347486719
FL,12075,Levy,Pond 6,29.3295898926992,-83.0503299760399
FL,12075,Levy,Pond 4,29.3088661101805,-83.052538324274
FL,12075,Levy,Pond 8,29.3041002294201,-83.060504054957
FL,12001,Alachua,Lake Kanapaha,29.6173326595958,-82.404394569462
FL,12119,Sumter,Lake Panasoffkee,28.8018802510235,-82.122595855491
FL,12095,Orange,Lupine Pond,28.4914938945661,-81.4773840652285
FL,12011,Broward,Reflection Pond,26.078560796055,-80.2381616182511
FL,12075,Levy,Catfish Hotel Sink,29.4886714810745,-82.9759771255931
FL,12075,Levy,Graveyard Pond,29.5129096557624,-82.9570202770541
FL,12117,Seminole,Lily Pond,28.6173580287501,-81.2897739966118
FL,12097,Osceola,Lake Kissimmee,27.9094512553946,-81.2667356574112
FL,12097,Osceola,Tiger Cove,27.9379709342239,-81.3422790211024
FL,12063,Jackson,Sink,30.8212182769501,-85.2417801909671
FL,12095,Orange,Lake 2,28.3501787830455,-81.2046617252754
FL,12129,Wakulla,Plumb Orchard Pond,30.1508431712409,-84.1462791475047
